C,Si,Mn,S,P,Ni,Cr,Mo,V,Cu,Co,W,O,Ti,N,Al,B,Nb,Sn,As,Sb,Current,Voltage,AC_DC,ElectrodePolarity,HeatInput,InterpassTemp,WeldType,YieldStrength,UTS,Elongation,ReductionArea,CharpyTemp,CharpyImpact,Hardness,FATT50,PrimaryFerrite,Ferrite2ndPhase,AcicularFerrite,Martensite,FerriteCarbide,WeldID,MechanicalTestDone,PrimaryFerrite_missing,Ferrite2ndPhase_missing,AcicularFerrite_missing,Martensite_missing,FerriteCarbide_missing
0.049,0.33,1.85,0.006,0.014,0.51,0.528027870852938,0.2125199160055331,0.12949138966131102,0.15041777222970154,0.07095516348635988,0.13581680548230635,427.0591538440269,89.56313370704557,108.31429583302403,114.28842762125589,8.09768000649892,135.02220616767713,49.43683758525833,34.265671290108216,21.26620696945497,170.0,21.0,DC,+,1.0,200.0,MMA,526.0,612.0,26.799999237060547,72.9000015258789,-29.374754704687362,81.88492193163405,209.03375073950224,-31.180994566146623,,,,,,Evans-Ni/CMn-1990/1991-0.5Dht,1,1,1,1,1,1
0.038,0.31,0.63,0.007,0.012,1.09,1.2546190576007916,0.5321959171126878,-0.05495746982592564,0.2062745282115941,0.07320901160305016,0.1329154715026477,431.0481399702858,78.51325263993174,109.44221093884758,40.67902393638269,8.798324725399482,123.07708175579958,54.2530236956668,45.40766948137775,25.458668799036957,170.0,21.0,DC,+,1.0,200.0,MMA,423.0,497.0,30.600000381469727,78.80000305175781,-60.05430491486833,95.03681003095296,179.69980553152186,-31.074924206191767,,,,,,Evans-Ni/CMn-1990/1991-1Aaw,1,1,1,1,1,1
0.038,0.31,0.63,0.007,0.012,1.09,1.2546190576007916,0.5321959171126878,-0.05495746982592564,0.2062745282115941,0.07320901160305016,0.1329154715026477,431.0481399702858,78.51325263993174,109.44221093884758,40.67902393638269,8.798324725399482,123.07708175579958,54.2530236956668,45.40766948137775,25.458668799036957,170.0,21.0,DC,+,1.0,200.0,MMA,,545.8675611351546,27.027410518558867,78.9814795302326,-38.0,100.0,-314.668168266099,-31.167355234632126,,,,,,Evans-Ni/CMn-1990/1991-1Aawch,1,1,1,1,1,1
0.038,0.31,0.63,0.007,0.012,1.09,1.2546190576007916,0.5321959171126878,-0.05495746982592564,0.2062745282115941,0.07320901160305016,0.1329154715026477,431.0481399702858,78.51325263993174,109.44221093884758,40.67902393638269,8.798324725399482,123.07708175579958,54.2530236956668,45.40766948137775,25.458668799036957,170.0,21.0,DC,+,1.0,200.0,MMA,411.0,493.0,33.599998474121094,79.69999694824219,-40.0,100.0,-559.7291449681168,-31.201713275915026,,,,,,Evans-Ni/CMn-1990/1991-1Aht,1,1,1,1,1,1
0.043,0.33,1.0,0.006,0.013,1.1,1.0665350630232382,0.4419958811948277,-0.019300348157678116,0.1826028653279934,0.07321706119093829,0.1339183451016046,428.29807204326744,82.42906773396126,108.63126827906801,65.49195306049705,7.975174888798904,126.6829193698695,53.49453693946816,41.526547791077945,25.852489265302324,170.0,21.0,DC,+,1.0,200.0,MMA,475.0,541.0,29.600000381469727,77.9000015258789,-49.11371009289658,91.24095063927503,192.9625215568442,-31.115358828438218,,,,,,Evans-Ni/CMn-1990/1991-1Baw,1,1,1,1,1,1
0.043,0.33,1.0,0.006,0.013,1.1,1.0665350630232382,0.4419958811948277,-0.019300348157678116,0.1826028653279934,0.07321706119093829,0.1339183451016046,428.29807204326744,82.42906773396126,108.63126827906801,65.49195306049705,7.975174888798904,126.6829193698695,53.49453693946816,41.526547791077945,25.852489265302324,170.0,21.0,DC,+,1.0,200.0,MMA,,506.187322927326,28.360565677836092,79.80659422661404,-55.0,100.0,-31.78279019087563,-31.092507930911033,20.0,42.0,38.0,0.0,0.0,Evans-Ni/CMn-1990/1991-1Bawch,1,0,0,0,0,0
0.043,0.33,1.0,0.006,0.013,1.1,1.0665350630232382,0.4419958811948277,-0.019300348157678116,0.1826028653279934,0.07321706119093829,0.1339183451016046,428.29807204326744,82.42906773396126,108.63126827906801,65.49195306049705,7.975174888798904,126.6829193698695,53.49453693946816,41.526547791077945,25.852489265302324,170.0,21.0,DC,+,1.0,200.0,MMA,443.0,521.0,31.799999237060547,77.80000305175781,-51.0,100.0,-33.89291853346117,-31.136075219999675,,,,,,Evans-Ni/CMn-1990/1991-1Bht,1,1,1,1,1,1
0.049,0.35,1.37,0.007,0.013,1.06,0.8138636826872272,0.3565697250812718,0.021492587844345934,0.15913205312631362,0.07322254612174917,0.1346928469820985,425.81063048294914,86.52341973676076,107.90979661819739,91.50001474145165,7.274534634344064,130.60086011988554,52.26238068946384,37.425974688132854,25.56757192206669,170.0,21.0,DC,+,1.0,200.0,MMA,498.0,569.0,28.399999618530273,78.80000305175781,-43.32294719714805,90.27164084902888,204.29072086167685,-31.13269468358517,,,,,,Evans-Ni/CMn-1990/1991-1Caw,1,1,1,1,1,1
0.049,0.35,1.37,0.007,0.013,1.06,0.8138636826872272,0.3565697250812718,0.021492587844345934,0.15913205312631362,0.07322254612174917,0.1346928469820985,425.81063048294914,86.52341973676076,107.90979661819739,91.50001474145165,7.274534634344064,130.60086011988554,52.26238068946384,37.425974688132854,25.56757192206669,170.0,21.0,DC,+,1.0,200.0,MMA,,499.18492794947394,28.595828353002815,79.95220270244681,-58.0,100.0,18.13815888122349,-31.07929958319552,,,,,,Evans-Ni/CMn-1990/1991-1Cawch,1,1,1,1,1,1
0.049,0.35,1.37,0.007,0.013,1.06,0.8138636826872272,0.3565697250812718,0.021492587844345934,0.15913205312631362,0.07322254612174917,0.1346928469820985,425.81063048294914,86.52341973676076,107.90979661819739,91.50001474145165,7.274534634344064,130.60086011988554,52.26238068946384,37.425974688132854,25.56757192206669,170.0,21.0,DC,+,1.0,200.0,MMA,470.0,557.0,30.200000762939453,76.0,-20.0,100.0,-784.8945966946401,-31.279660494977776,,,,,,Evans-Ni/CMn-1990/1991-1Cht,1,1,1,1,1,1
0.053,0.35,1.83,0.007,0.012,1.06,0.4510623641984495,0.2388881391726727,0.06897647039969712,0.14441946254990512,0.07295514097227068,0.13528025483436457,423.27046097796824,89.64141037530041,107.18743675350127,110.94785151497717,6.905636203631147,133.47553491756386,51.67271864379245,34.98461377522766,26.605564578804035,170.0,21.0,DC,+,1.0,200.0,MMA,566.0,641.0,26.399999618530273,76.0,-24.61694819784993,82.84351820612538,223.94798400612967,-31.199631254259465,,,,,,Evans-Ni/CMn-1990/1991-1Daw,1,1,1,1,1,1
0.053,0.35,1.83,0.007,0.012,1.06,0.4510623641984495,0.2388881391726727,0.06897647039969712,0.14441946254990512,0.07295514097227068,0.13528025483436457,423.27046097796824,89.64141037530041,107.18743675350127,110.94785151497717,6.905636203631147,133.47553491756386,51.67271864379245,34.98461377522766,26.605564578804035,170.0,21.0,DC,+,1.0,200.0,MMA,,543.5334294758704,27.105831410281127,79.03001568884406,-39.0,100.0,-298.0278519087335,-31.16295245206029,6.0,19.0,75.0,0.0,0.0,Evans-Ni/CMn-1990/1991-1Dawch,1,0,0,0,0,0
0.053,0.35,1.83,0.007,0.012,1.06,0.4510623641984495,0.2388881391726727,0.06897647039969712,0.14441946254990512,0.07295514097227068,0.13528025483436457,423.27046097796824,89.64141037530041,107.18743675350127,110.94785151497717,6.905636203631147,133.47553491756386,51.67271864379245,34.98461377522766,26.605564578804035,170.0,21.0,DC,+,1.0,200.0,MMA,521.0,612.0,26.0,74.0,1.0,100.0,-1109.808292053208,-31.35612705179102,,,,,,Evans-Ni/CMn-1990/1991-1Dht,1,1,1,1,1,1
0.041,0.3,0.62,0.007,0.01,2.38,1.0409769147571666,0.5605313228391537,-0.18866341470459957,0.22186663341653912,0.07700788030420985,0.13112305099584676,423.9903512831452,74.81586870558684,107.35345772518792,8.640730952564127,7.281985708728627,115.81915412672126,60.95232140585256,52.39827354796236,40.64149206203024,170.0,21.0,DC,+,1.0,200.0,MMA,466.0,538.0,30.600000381469727,77.80000305175781,-49.47922868029716,91.25477232202495,191.18511245291234,-31.120305008410334,,,,,,Evans-Ni/CMn-1990/1991-2.25Aaw,1,1,1,1,1,1
0.041,0.3,0.62,0.007,0.01,2.38,1.0409769147571666,0.5605313228391537,-0.18866341470459957,0.22186663341653912,0.07700788030420985,0.13112305099584676,423.9903512831452,74.81586870558684,107.35345772518792,8.640730952564127,7.281985708728627,115.81915412672126,60.95232140585256,52.39827354796236,40.64149206203024,170.0,21.0,DC,+,1.0,200.0,MMA,,517.8579812237463,27.968461219225162,79.56391343356097,-50.0,100.0,-114.98437197770568,-31.11452184377017,,,,,,Evans-Ni/CMn-1990/1991-2.25Aawch,1,1,1,1,1,1
0.041,0.3,0.62,0.007,0.01,2.38,1.0409769147571666,0.5605313228391537,-0.18866341470459957,0.22186663341653912,0.07700788030420985,0.13112305099584676,423.9903512831452,74.81586870558684,107.35345772518792,8.640730952564127,7.281985708728627,115.81915412672126,60.95232140585256,52.39827354796236,40.64149206203024,170.0,21.0,DC,+,1.0,200.0,MMA,431.0,518.0,32.20000076293945,76.9000015258789,-41.0,100.0,-366.4452324003539,-31.18923018210323,,,,,,Evans-Ni/CMn-1990/1991-2.25Aht,1,1,1,1,1,1
0.044,0.31,0.96,0.006,0.013,2.38,0.8893889921486533,0.47390162441428174,-0.15428433350907156,0.2045595307118333,0.07688570848384035,0.13192755802762157,421.8757884727511,77.80533184443884,106.72611126790144,27.831874568788294,6.733792264040375,118.59387685188707,60.48837086382264,49.67716441101487,41.58424424484639,170.0,21.0,DC,+,1.0,200.0,MMA,489.0,567.0,30.600000381469727,76.9000015258789,-41.86739776757702,88.39778795083085,198.97815871172884,-31.152927094891183,,,,,,Evans-Ni/CMn-1990/1991-2.25Baw,1,1,1,1,1,1
0.044,0.31,0.96,0.006,0.013,2.38,0.8893889921486533,0.47390162441428174,-0.15428433350907156,0.2045595307118333,0.07688570848384035,0.13192755802762157,421.8757884727511,77.80533184443884,106.72611126790144,27.831874568788294,6.733792264040375,118.59387685188707,60.48837086382264,49.67716441101487,41.58424424484639,170.0,21.0,DC,+,1.0,200.0,MMA,,496.8507962901898,28.67424924472502,80.00073886105724,-59.0,100.0,34.77847523858986,-31.074896800623677,16.0,38.0,46.0,0.0,0.0,Evans-Ni/CMn-1990/1991-2.25Bawch,1,0,0,0,0,0
0.044,0.31,0.96,0.006,0.013,2.38,0.8893889921486533,0.47390162441428174,-0.15428433350907156,0.2045595307118333,0.07688570848384035,0.13192755802762157,421.8757884727511,77.80533184443884,106.72611126790144,27.831874568788294,6.733792264040375,118.59387685188707,60.48837086382264,49.67716441101487,41.58424424484639,170.0,21.0,DC,+,1.0,200.0,MMA,481.0,561.0,29.100000381469727,76.9000015258789,-44.0,100.0,-6.662681011724317,-31.152458448519724,,,,,,Evans-Ni/CMn-1990/1991-2.25Bht,1,1,1,1,1,1
0.049,0.32,1.41,0.007,0.014,2.32,0.5735196637141797,0.36362287128338266,-0.10238761316264089,0.18399467377582823,0.07666044774171366,0.1326427796237737,419.45143616224595,81.74056673369165,106.0288615456613,52.992103249381216,6.235227384960737,122.41593547932271,59.34167872147532,46.09316110567915,41.85715993423884,170.0,21.0,DC,+,1.0,200.0,MMA,567.0,635.0,23.600000381469727,72.69999694824219,-24.616618858319235,80.42226855257594,218.1436520951645,-31.180523364075277,,,,,,Evans-Ni/CMn-1990/1991-2.25Caw,1,1,1,1,1,1
0.049,0.32,1.41,0.007,0.014,2.32,0.5735196637141797,0.36362287128338266,-0.10238761316264089,0.18399467377582823,0.07666044774171366,0.1326427796237737,419.45143616224595,81.74056673369165,106.0288615456613,52.992103249381216,6.235227384960737,122.41593547932271,59.34167872147532,46.09316110567915,41.85715993423884,170.0,21.0,DC,+,1.0,200.0,MMA,,545.8675611351546,27.027410518558867,78.9814795302326,-38.0,100.0,-314.668168266099,-31.167355234632126,,,,,,Evans-Ni/CMn-1990/1991-2.25Cawch,1,1,1,1,1,1
0.049,0.32,1.41,0.007,0.014,2.32,0.5735196637141797,0.36362287128338266,-0.10238761316264089,0.18399467377582823,0.07666044774171366,0.1326427796237737,419.45143616224595,81.74056673369165,106.0288615456613,52.992103249381216,6.235227384960737,122.41593547932271,59.34167872147532,46.09316110567915,41.85715993423884,170.0,21.0,DC,+,1.0,200.0,MMA,530.0,615.0,26.600000381469727,73.0,-20.0,100.0,-418.6093175578392,-31.256689651730923,,,,,,Evans-Ni/CMn-1990/1991-2.25Cht,1,1,1,1,1,1
0.046,0.32,1.81,0.007,0.015,2.33,0.25031568269731963,0.2513767085299037,-0.0621195287049332,0.17332625030439885,0.0763870009537384,0.13275864858552255,417.36284773830084,84.06539147215543,105.42328318307887,67.30080555986342,5.8918554703647885,124.51958983098908,59.44230225018134,44.564863096298616,43.541671654184654,170.0,21.0,DC,+,1.0,200.0,MMA,621.0,684.0,23.5,73.9000015258789,-13.646630048732227,78.17309744558908,236.04476961297064,-31.22747243138288,,,,,,Evans-Ni/CMn-1990/1991-2.25Daw,1,1,1,1,1,1
0.046,0.32,1.81,0.007,0.015,2.33,0.25031568269731963,0.2513767085299037,-0.0621195287049332,0.17332625030439885,0.0763870009537384,0.13275864858552255,417.36284773830084,84.06539147215543,105.42328318307887,67.30080555986342,5.8918554703647885,124.51958983098908,59.44230225018134,44.564863096298616,43.541671654184654,170.0,21.0,DC,+,1.0,200.0,MMA,,564.5406144094268,26.40004338478144,78.59319026134813,-30.0,100.0,-447.79069912502814,-31.202577495206754,5.0,14.0,81.0,0.0,0.0,Evans-Ni/CMn-1990/1991-2.25Dawch,1,0,0,0,0,0
0.046,0.32,1.81,0.007,0.015,2.33,0.25031568269731963,0.2513767085299037,-0.0621195287049332,0.17332625030439885,0.0763870009537384,0.13275864858552255,417.36284773830084,84.06539147215543,105.42328318307887,67.30080555986342,5.8918554703647885,124.51958983098908,59.44230225018134,44.564863096298616,43.541671654184654,170.0,21.0,DC,+,1.0,200.0,MMA,574.0,665.0,26.399999618530273,70.69999694824219,-15.199333078795313,76.17925973275204,222.5792830399448,-31.239003989431502,,,,,,Evans-Ni/CMn-1990/1991-2.25Dht,1,1,1,1,1,1
0.037,0.3,0.65,0.009,0.011,0.6477333909591607,1.2129642368519598,0.5077272747245161,0.03135611796182047,0.2047834482813471,0.07105694382479844,0.1338675952824122,434.0388839395823,79.94403516712241,110.29372584919301,54.44985259454734,10.075510718375924,126.27793395765107,49.76845303641937,42.422081528959446,16.605633897416,170.0,21.0,DC,+,1.0,200.0,MMA,479.0,561.0,30.399999618530273,76.5999984741211,-43.16737787065581,88.54981989925382,196.65927586676003,-31.145939335586,,,,,,Evans-Ni/CMn-1990/1991-3.5Aaw,1,1,1,1,1,1
0.037,0.3,0.65,0.009,0.011,0.6477333909591607,1.2129642368519598,0.5077272747245161,0.03135611796182047,0.2047834482813471,0.07105694382479844,0.1338675952824122,434.0388839395823,79.94403516712241,110.29372584919301,54.44985259454734,10.075510718375924,126.27793395765107,49.76845303641937,42.422081528959446,16.605633897416,170.0,21.0,DC,+,1.0,200.0,MMA,,573.8771410465631,26.086359817892543,78.39904562690504,-26.0,100.0,-514.3519645544927,-31.22018862549408,,,,,,Evans-Ni/CMn-1990/1991-3.5Aawch,1,1,1,1,1,1
