C,Si,S,P,V,Co,W,O,N,B,Sn,As,Sb,UTS,Elongation,ReductionArea,CharpyTemp,CharpyImpact,Hardness,FATT50,Mn,Ni,Cr,Mo,Cu,Ti,Al,Nb,Current,Voltage,PrimaryFerrite,Ferrite2ndPhase,AcicularFerrite,Martensite,FerriteCarbide,HeatInput,InterpassTemp,AC_DC_AC,AC_DC_DC,ElectrodePolarity_+,ElectrodePolarity_-,ElectrodePolarity_0,WeldType_FCA,WeldType_GMAA,WeldType_GTAA,WeldType_MMA,WeldType_NGGMA,WeldType_NGSAW,WeldType_SA,WeldType_TSA,YieldStrength
0.20980950223869796,0.4557405490343454,-0.21431665333990113,-0.6746279383906963,-0.23662984747431354,0.13723752988105525,-0.03852549554651305,-0.4970134140279521,-0.325785692884961,-0.43283329356022315,-0.017485756480362446,0.6107915159425717,-0.504423229839163,-0.6140914636975248,1.1328974515761232,0.36618979043194494,-0.6920817912017998,0.49411883716571947,-0.012205948873644682,0.0163854258532577,0.3846153846153845,0.39287071599880935,0.5560924304942757,0.2992075018314622,0.3363074464668232,0.17013443829857422,0.5867295098144149,0.12811102676859687,0.07482993197278912,0.40425531914893614,,,,,,0.10000000000000003,0.6428571428571429,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,447.0
-1.235583160877339,0.1449254183167355,0.04347670195609437,0.5538994009257394,-0.33605821524808743,0.010563652642030472,-0.03938057950039015,0.06511771193452982,-0.3134947370167656,0.11828556553468607,-0.020826060982684327,0.0901509458836597,0.056499556546549964,-1.0011399166562691,0.9542191356447498,0.19206009268357502,-0.6807546584470601,0.1708425927355062,-0.023790831715534172,0.019422725677471227,0.35384615384615375,0.2824396619871924,0.5540665045590001,0.10001725280648471,0.23224309394493026,0.23012027128832846,0.6236326478837194,0.10052853399233333,0.07482993197278912,0.40425531914893614,,,,,,0.3000000000000001,0.2857142857142857,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,416.0
0.05494600261912241,0.4557405490343454,-0.04245441647590421,-0.4698733818379571,-0.23636164334165904,-0.06400929540579293,0.010704541267799385,-0.2871511270019589,-0.4732771633033061,-0.43283329356022315,0.17016290147513566,-0.34397154161260596,0.8267753222094955,-1.1770710316375166,1.0771163636687018,0.43844559564405444,-0.8935190645530336,0.33799264479832514,-0.03609640773848075,0.022933984186024787,0.19999999999999996,0.42545385126907154,0.5541180056364673,0.36273170133617727,0.3128514206950331,0.24626889350053988,0.5867295098144149,0.014170990494038492,0.07482993197278912,0.40425531914893614,,,,,,0.10000000000000003,0.6428571428571429,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,396.0
-1.9066583258954994,-0.16154057436621402,-0.12838553490790264,0.04201300954389111,0.03218230643977307,0.12268697390908503,-0.04246919330345061,-0.027175904569123572,0.0018847268627228471,0.21795031841149687,-0.131738322064837,0.0401980466432699,-0.17914985673910616,-1.5993057075925103,2.4716515409485034,0.6263105789419302,0.1719025102743505,0.49411883716571947,-0.9399031977815232,-0.010142008325342412,0.19487179487179485,0.5359311955955481,0.5523000763097996,0.33692505346027835,0.31979596301617574,0.22688214156608266,0.6105297807439882,0.13492228582534127,0.07482993197278912,0.40425531914893614,,,,,,0.10000000000000003,0.6428571428571429,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,370.0
-0.09991749700045315,-2.5072088432883404,0.4731322941160868,0.5538994009257394,-0.21088225073948436,-0.9577969707739915,-0.3805706180761265,0.8146258798845057,0.11668871837007422,0.06957776311956684,0.5330488165849115,0.9534660161608568,1.5999372133840362,-0.7900225786787721,-3.1622707880510768,0.36618979043194494,2.5219398102894792,-0.3842340104215547,0.38938673998838236,10.457567544154191,0.2974358974358974,0.31602759270268554,0.5525113712633323,0.10001725280648471,0.2874447006453265,0.14017508162456882,0.6064825160688951,0.10829536828606498,0.5918367346938775,0.7021276595744681,,,,,,0.7500000000000002,0.2857142857142857,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,436.0
-0.3064021631598865,-0.4084530237264374,-0.12838553490790264,-0.4698733818379571,-0.23636164334165904,-0.2399685294974499,0.001431114528295755,0.3199504890375216,-0.44869525156691525,-0.43283329356022315,0.14342024539780443,0.5053695405492815,0.9091629310433123,-1.4585608156075123,0.8539904161201627,0.36618979043194494,-1.0779567272776573,0.3613254782511372,-0.0423541805827399,0.027802734509276953,0.17948717948717946,0.27327931724660337,0.5523000763097996,0.09397710014075643,0.45304952074651533,0.13079830311089194,0.5867295098144149,0.014170990494038492,0.07482993197278912,0.40425531914893614,,,,,,0.10000000000000003,0.6428571428571429,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,391.0
0.3646730018582735,0.33228432435423405,-0.21431665333990113,-0.36749610356158746,0.1595866618470846,0.05923475079549345,-0.09132319465036924,-0.9167379880799387,-0.3626585604895473,0.033198957581216416,0.045845045943226914,-0.28481369592618444,0.06678337930033978,-0.4381603487162773,0.07305092963265385,0.503475930588562,-0.42563480670426435,0.24566639372741098,-0.019188970110907894,0.016945892107278992,0.6512820512820512,0.49386305456499857,0.5552172180259285,0.3515199959401319,0.3272401537048345,0.35285713078329184,0.5858515984253267,0.14419531758295445,0.07482993197278912,0.40425531914893614,,,,,,0.10000000000000003,0.6428571428571429,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,502.0
0.313051835318415,0.5791967737144574,0.3872011756840884,0.2467675660966304,-0.2377026640049314,-0.9432346416011878,-1.5121681460716752,0.589773429499513,-0.7190962806672145,0.39382039932295837,-0.3115938517907657,-0.5092402801718757,0.18631902713262546,-1.3530021466187638,1.3002417792442889,0.22167818000772593,-0.9395904893525667,0.2831516430913407,-0.04344597283626057,0.023142719923064433,0.3846153846153845,0.27327931724660337,0.5523000763097996,0.09397710014075643,0.22304282616153087,0.23976119322513728,0.6854945410868167,0.00921707587340552,0.7278911564625851,0.7872340425531916,,,,,,0.58125,0.8214285714285714,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,378.0
0.313051835318415,0.20882809967412205,-0.30024777177189965,-0.2651188252852179,-0.23636164334165904,0.04253088185285297,0.013520460168714863,-0.01732818653996753,-0.4758919047210832,-0.43283329356022315,0.045333874029591346,-0.14326106640361966,0.27386853607112255,-0.6140914636975248,1.356023399124662,0.6335360492095321,-0.5472112984271779,0.312420103159117,-0.02247022788283088,0.014320698984307814,0.5846153846153845,0.35311952275344477,0.5530501501595797,0.2079399460174439,0.29886481723528924,0.1790167914054702,0.6187732755161275,0.014170990494038492,0.07482993197278912,0.40425531914893614,,,,,,0.10000000000000003,0.6428571428571429,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,478.0
0.0033248360792638917,0.08537187499401003,-0.12838553490790264,-0.4698733818379571,0.11101240849919686,0.0009720388686852067,0.0458882344603282,-0.407072433873955,-0.06391296904653325,-0.25748443479237204,0.09659291513005538,0.25769425985734196,-0.3010418744794057,-0.5085327947087762,1.356023399124662,0.4962504603209601,-0.42723138695324503,0.24166894398466782,-0.02272459014433048,0.011838507965358631,0.5897435897435896,0.34516558769300987,0.5546843750812757,0.25200276573949093,0.310445370103825,0.17521006864537192,0.6283336866560693,0.13094404086770964,0.07482993197278912,0.40425531914893614,,,,,,0.10000000000000003,0.4642857142857143,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,453.0
