C,Si,Mn,S,P,Ni,Cr,Mo,V,Cu,Co,W,O,Ti,N,Al,B,Nb,Sn,As,Sb,Current,Voltage,AC_DC,ElectrodePolarity,HeatInput,InterpassTemp,WeldType,YieldStrength,UTS,Elongation,ReductionArea,CharpyTemp,CharpyImpact,Hardness,FATT50,PrimaryFerrite,Ferrite2ndPhase,AcicularFerrite,Martensite,FerriteCarbide,WeldID
0.079,0.37,1.82,0.006,0.007,1.1447414784857415,0.08379581540319236,0.30791862468700515,0.0005,0.07367731559719815,-1.7872041607766214,1.1664641638980555,324.0,255.0,81.0,5.0,5.0,5.0,12.827179263757955,43.87091865215132,128.87357960329973,170.0,21.0,DC,+,1.0,200.0,MMA,474.0,575.0,29.4,78.0,-61.0,100.0,,,,,,,,Evans-Ti/Mn-1992-D255ht
0.074,0.25,1.4,0.008,0.007,0.36568078168387075,0.7329135064175922,0.28951798941942286,0.08925562206753312,0.25036041348782767,0.15485209037260006,0.5881878969060992,475.0,1.0,79.0,82.26431389781646,5.654728843670085,73.1096994421207,79.95110798519784,-0.45342313535968515,28.05582928192098,170.0,21.0,DC,+,1.0,200.0,MMA,445.0,528.0,28.2,78.0,,,,,,,,,,KocakPEv-TiN-1994-O
0.077,0.27,1.46,0.008,0.007,0.3977887342067774,0.7785433376051287,0.2953179703527411,0.08588576635214906,0.22630863101129783,0.18687496162053563,0.6311505648342788,459.0,28.0,81.0,91.81610753992572,6.785661884928587,78.47618900867263,71.11189151675188,10.68180583945258,28.040489746950698,170.0,21.0,DC,+,1.0,200.0,MMA,471.0,544.0,25.2,77.0,,,,,,,,,,KocakPREv-TiN-1994-Wa
0.073,0.26,1.41,0.007,0.011,0.6028207927434011,1.0224675959171172,0.3700778985262403,0.08123170387621315,0.2046152603440241,0.29836257760086937,0.8293467617512746,392.0,90.0,83.0,80.17186519072857,10.82695715901356,98.77865693366664,62.37739367859035,40.029857578520875,27.97174503000997,170.0,21.0,DC,+,1.0,200.0,MMA,478.0,540.0,24.2,78.9,,,,,,,,,,KocakPREv-TiN-1994-Wb
0.074,0.3,1.45,0.007,0.009,0.6462700401134498,1.0829260801884928,0.35866911182089467,0.08210999758744464,0.18261712435194433,0.3125650757094398,0.8738650516432998,337.0,120.0,84.0,95.98948500945698,12.183473737518419,110.74712385284357,63.37250722093427,50.948674195564706,27.518063309731133,170.0,21.0,DC,+,1.0,200.0,MMA,480.0,538.0,27.8,79.8,,,,,,,,,,KocakPREv-TiN-1994-Wc
0.072,0.38,1.5,0.006,0.01,0.8627881362614147,1.405589985986225,0.4956137030298038,0.05354405752403579,0.07090910918701532,0.5207501668181038,1.1694828356625564,291.0,260.0,77.0,136.70109078718815,18.038974964694,127.22795430391773,6.077935584266015,107.82800784337849,27.7989141334765,170.0,21.0,DC,+,1.0,200.0,MMA,509.0,578.0,26.4,78.9,,,,,,,,,,KocakPREv-TiN-1994-Wd
0.069,0.45,1.47,0.005,0.006,1.0967514625067807,1.9370527726889044,0.6921452617292729,0.020245441295045907,-0.05465564015851321,0.7636364069886987,1.5055198027557921,282.0,410.0,77.0,168.24013227946125,24.313310347434758,147.92048944618318,-66.72891262187318,170.00450711479277,28.445956237228984,170.0,21.0,DC,+,1.0,200.0,MMA,504.0,577.0,25.8,79.8,,,,,,,,,,KocakPREv-TiN-1994-Xa
0.07,0.45,1.5,0.005,0.006,1.3843174238116305,2.3253130129190254,0.8920043660260504,-0.014298549914322223,-0.15488888187413075,1.0350467596747848,1.8790181099587357,294.0,550.0,75.0,172.23956983990502,31.026877539123333,158.7619156832866,-138.58090471871378,233.43567737558487,29.188611843032504,170.0,21.0,DC,+,1.0,200.0,MMA,530.0,597.0,25.0,81.6,,,,,,,,,,KocakPREv-TiN-1994-Xb
0.074,0.28,1.58,0.008,0.008,0.5184915769011553,1.5234335367111154,0.30322126037665953,0.10335919399120286,0.17443627447741328,0.24675381638533267,0.7341534894437913,404.0,80.85404284059052,145.0,56.447888632072136,10.562842157048664,142.30935661233173,66.3486585684467,39.71281430320005,28.79091628496235,170.0,21.0,DC,+,1.0,200.0,MMA,473.0,566.0,24.0,77.0,,,,,,,,,,KocakPREv-TiN-1994-O1
0.068,0.28,1.4,0.01,0.008,0.4316569384054816,1.5995494571036062,0.2883469255940696,0.11537627139721707,0.2107196759221317,0.1515021074537657,0.6439643248855162,409.0,31.0,148.0,48.516878158203326,8.242700907948318,145.25608165280283,89.2222304962329,16.42334463597072,28.6706818996563,170.0,21.0,DC,+,1.0,200.0,MMA,482.0,545.0,28.0,78.9,,,,,,,,,,KocakPREv-TiN-1994-W1a
0.069,0.31,1.5,0.008,0.008,0.4245766885988047,1.6988153000151378,0.2718669910518159,0.11609318954111103,0.18201852152241038,0.1679225847683199,0.6324551696999592,400.0,51.0,160.0,57.66795863385778,8.870908177298418,155.91826088472544,81.89697581674136,24.48655744862026,28.96593695595857,170.0,21.0,DC,+,1.0,200.0,MMA,522.0,584.0,26.4,78.9,,,,,,,,,,KocakPREv-TiN-1994-W1b
0.07,0.29,1.5,0.008,0.009,0.6443312770849161,1.9328298159439505,0.3482139853277104,0.10954842604152049,0.15465383967818092,0.2952402112439856,0.8531160521861167,341.0,120.0,164.0,42.814670647028834,13.330263558196918,175.45242011666863,67.75538063873785,58.170285889274055,28.794275367692535,170.0,21.0,DC,+,1.0,200.0,MMA,513.0,573.0,25.2,76.0,,,,,,,,,,KocakPREv-TiN-1994-W1c
0.068,0.39,1.51,0.007,0.009,0.9338621641438465,2.531543744235787,0.5391564955566253,0.07722407690135213,0.009660571786083594,0.5608014971866773,1.2428624598918034,278.0,300.0,166.0,85.5297788119642,21.145465918292302,208.55168502514186,-3.9299306847060507,132.1726853412123,29.26924287795555,170.0,21.0,DC,+,1.0,200.0,MMA,546.0,611.0,24.0,78.0,,,,,,,,,,KocakPREv-TiN-1994-W1d
0.066,0.47,1.48,0.007,0.011,1.0538170739967114,2.923976994446768,0.6847111018118426,0.05018445911319702,-0.09555608478400401,0.7248953907022369,1.461687580515516,285.0,410.0,164.0,124.53771874238737,25.075608479975287,220.924819474032,-62.85375214918412,175.09768269662436,30.06967854428649,170.0,21.0,DC,+,1.0,200.0,MMA,584.0,639.0,23.0,75.0,,,,,,,,,,KocakPREv-TiN-1994-X1a
0.07,0.45,1.5,0.004,0.006,1.4563087631907194,3.364151879500099,0.9504375239282439,0.004003052653793304,-0.21405680599472454,1.0942216518902086,1.9467201718373701,297.0,590.0,155.0,123.95616635039914,34.028728427649284,230.34809186110158,-153.83741285193867,257.8081360365049,30.83199089601885,170.0,21.0,DC,+,1.0,200.0,MMA,535.0,599.0,25.6,76.0,,,,,,,,,,KocakPREv-TiN-1994-X1b
0.073,0.27,1.66,0.009,0.008,0.49025890120618243,2.4143821327364634,0.26121556735696316,0.13550402876784062,0.15220354662141133,0.20041822826501487,0.6660851014047537,399.0,68.83871950481438,235.0,-1.9008275248343125,11.329996568027248,214.44482788617051,79.95389979507007,42.49437410397013,30.123513296887722,170.0,21.0,DC,+,1.0,200.0,MMA,505.0,607.0,24.0,76.0,,,,,,,,,,KocakPREv-TiN-1994-O2
0.069,0.26,1.45,0.01,0.009,0.45234533084751405,2.411849760525609,0.26715623265094735,0.14549688311509357,0.19304507164879325,0.1335679373979275,0.6229316588741796,391.0,29.0,226.0,-8.121988781145774,9.690833564482581,211.32206756751123,101.57627934482053,23.597566231213534,29.777562912663143,170.0,21.0,DC,+,1.0,200.0,MMA,492.0,581.0,25.8,77.9,,,,,,,,,,KocakPREv-TiN-1994-W2a
0.073,0.29,1.53,0.009,0.007,0.4106256232661849,2.59524660590726,0.2709256214372715,0.14374192114554063,0.1548557852876975,0.15015082559678916,0.6003548326338901,419.0,46.0,243.0,0.4015861675143242,9.848216642750558,221.09207991888263,84.47137741040945,30.344995397615946,30.379842871032906,170.0,21.0,DC,+,1.0,200.0,MMA,538.0,591.0,24.9,74.5,,,,,,,,,,KocakPREv-TiN-1994-W2b
0.07,0.28,1.45,0.009,0.009,0.673219561099458,2.8297966337402922,0.3524625621975659,0.13929302503171215,0.13709626536525654,0.27280630174741205,0.8538090767957556,315.0,120.0,239.0,-10.662063667899929,14.834952596441838,244.4424323272121,81.00163142612445,64.77083796776174,29.770207520475196,170.0,21.0,DC,+,1.0,200.0,MMA,523.0,599.0,29.2,77.0,,,,,,,,,,KocakPREv-TiN-1994-W2c
0.067,0.4,1.48,0.006,0.008,0.9479895192196608,3.6264447582799075,0.576523324093472,0.1019179756384716,-0.04242031044947048,0.5753875843312031,1.2470042280400264,286.0,320.0,253.0,36.76843295665458,23.04773273442261,284.4407101447507,-10.974779680338315,147.0102879267177,30.978399719847857,170.0,21.0,DC,+,1.0,200.0,MMA,546.0,621.0,23.6,76.0,,,,,,,,,,KocakPREv-TiN-1994-W2d
0.068,0.47,1.46,0.007,0.006,1.1202148669204632,4.046494856122887,0.7522693930101028,0.06915807941641816,-0.15869791614886708,0.7810559531727534,1.5344662855398639,297.0,450.0,249.0,73.25165989540983,28.059595800836547,296.18856577415454,-80.61104698188865,199.6967042517851,31.619025642476572,170.0,21.0,DC,+,1.0,200.0,MMA,578.0,631.0,24.6,78.0,,,,,,,,,,KocakPREv-TiN-1994-X2a
0.066,0.43,1.47,0.005,0.006,1.6752716481566026,4.677534939467492,1.12319511172484,0.007347615266809271,-0.3139914407701827,1.2816833084851211,2.2144066466010273,322.0,690.0,240.0,63.18665958265774,40.184669786202576,309.9700747679934,-203.87518592577374,311.1265995876345,32.942411258975426,170.0,21.0,DC,+,1.0,200.0,MMA,552.0,615.0,26.4,78.0,,,,,,,,,,KocakPREv-TiN-1994-X2b
0.035,0.3,0.66,0.006,0.013,0.5519244416417592,1.6969234407743716,0.6149668205040015,0.0654114885172703,0.19890381677640612,0.30454954347600705,0.8709770912385792,490.0,75.87332246202777,70.0,85.5100377999479,8.793653008980158,99.91864458825063,36.63749440166998,25.130347006573174,29.513234192455002,170.0,21.0,DC,+,1.0,150.0,MMA,392.0,466.0,31.9,80.6,-27.0,100.0,,,,,,,,Evans-Mn-1977-Aaw
0.035,0.3,0.66,0.006,0.013,0.5519244416417592,1.6969234407743716,0.6149668205040015,0.0654114885172703,0.19890381677640612,0.30454954347600705,0.8709770912385792,490.0,75.87332246202777,70.0,85.5100377999479,8.793653008980158,99.91864458825063,36.63749440166998,25.130347006573174,29.513234192455002,170.0,21.0,DC,+,1.0,150.0,MMA,370.0,456.0,35.2,80.6,-32.0,100.0,,,,,,,,Evans-Mn-1977-Aht
0.038,0.3,1.0,0.005,0.014,0.5343710896937637,1.6549090493788334,0.4984850096311675,0.07986388306559888,0.18820287907342426,0.28477038914715536,0.806834494996842,460.0,77.29730266362702,100.0,74.4186853141291,9.297260388153362,117.06340448607557,47.32073420943243,29.866517056898488,29.545075014388203,170.0,21.0,DC,+,1.0,150.0,MMA,413.0,498.0,31.2,80.6,-44.0,100.0,,,,,,,,Evans-Mn-1977-Baw
0.038,0.3,1.0,0.005,0.014,0.5343710896937637,1.6549090493788334,0.4984850096311675,0.07986388306559888,0.18820287907342426,0.28477038914715536,0.806834494996842,460.0,77.29730266362702,100.0,74.4186853141291,9.297260388153362,117.06340448607557,47.32073420943243,29.866517056898488,29.545075014388203,170.0,21.0,DC,+,1.0,150.0,MMA,402.0,490.0,31.0,80.6,-44.0,100.0,,,,,,,,Evans-Mn-1977-Bht
0.049,0.34,1.42,0.005,0.013,0.4902630894685487,1.1186770803767452,0.3502422640846561,0.08309777695635745,0.17321203478478076,0.25922774740048027,0.7447916964557706,410.0,90.01768080623867,90.0,108.95298674691003,9.273720045147428,102.79108048468015,54.48308279601224,33.77669311862695,28.539226517590123,170.0,21.0,DC,+,1.0,150.0,MMA,468.0,551.0,29.4,78.7,-53.0,100.0,,,,,,,,Evans-Mn-1977-Caw
0.049,0.34,1.42,0.005,0.013,0.4902630894685487,1.1186770803767452,0.3502422640846561,0.08309777695635745,0.17321203478478076,0.25922774740048027,0.7447916964557706,410.0,90.01768080623867,90.0,108.95298674691003,9.273720045147428,102.79108048468015,54.48308279601224,33.77669311862695,28.539226517590123,170.0,21.0,DC,+,1.0,150.0,MMA,436.0,529.0,31.6,78.8,-50.0,100.0,,,,,,,,Evans-Mn-1977-Cht
0.051,0.34,1.82,0.006,0.017,0.4702427515075698,0.6791674154316212,0.22687275978661603,0.08572256027184011,0.16843640794463788,0.25006058516024865,0.705878282149051,390.0,94.54449668170867,90.0,118.17782375961542,9.36788606149203,91.0302485486452,58.69187573490882,37.74826770664521,28.121586571612625,170.0,21.0,DC,+,1.0,150.0,MMA,514.0,588.0,28.0,76.8,-43.0,100.0,,,,,,,,Evans-Mn-1977-Daw
0.051,0.34,1.82,0.006,0.017,0.4702427515075698,0.6791674154316212,0.22687275978661603,0.08572256027184011,0.16843640794463788,0.25006058516024865,0.705878282149051,390.0,94.54449668170867,90.0,118.17782375961542,9.36788606149203,91.0302485486452,58.69187573490882,37.74826770664521,28.121586571612625,170.0,21.0,DC,+,1.0,150.0,MMA,479.0,576.0,27.4,76.9,-36.0,100.0,,,,,,,,Evans-Mn-1977-Dht
0.05,0.25,1.21,0.013,0.024,1.84,0.05,0.34,0.01,0.06,0.14539248762807944,0.4955852364752005,444.0,62.43002712140395,143.0,-2.394920449820347,8.447009638528726,44.29582863269502,73.45618284953218,12.381822906409298,31.62784227606562,170.0,24.0,DC,+,2.1,107.0,MMA,665.0,715.0,23.8,,-73.0,50.0,,,,,,,,SurianEtAl-C-1991-0.05awCh
0.05,0.25,1.21,0.013,0.024,1.84,0.05,0.34,0.01,0.06,0.14539248762807944,0.4955852364752005,444.0,62.43002712140395,143.0,-2.394920449820347,8.447009638528726,44.29582863269502,73.45618284953218,12.381822906409298,31.62784227606562,170.0,24.0,DC,+,2.1,107.0,MMA,673.0,680.0,23.8,,-42.0,50.0,,,,,,,,SurianEtAl-C-1991-0.05htCh
0.07,0.26,1.24,0.013,0.025,1.9,0.05,0.34,0.01,0.06,0.13573507042874056,0.49625210869904635,365.0,77.09838234787463,119.0,16.74243102793116,9.346820824286986,51.28433868760942,87.56015227346558,16.375284002257445,31.17432007232992,170.0,24.0,DC,+,2.1,107.0,MMA,768.0,807.0,20.0,,-72.0,50.0,,,,,,,,SurianEtAl-C-1991-0.07awCh
0.07,0.26,1.24,0.013,0.025,1.9,0.05,0.34,0.01,0.06,0.13573507042874056,0.49625210869904635,365.0,77.09838234787463,119.0,16.74243102793116,9.346820824286986,51.28433868760942,87.56015227346558,16.375284002257445,31.17432007232992,170.0,24.0,DC,+,2.1,107.0,MMA,700.0,785.0,20.6,,-28.0,50.0,,,,,,,,SurianEtAl-C-1991-0.07htCh
0.1,0.34,1.42,0.009,0.028,1.92,0.05,0.35,0.01,0.05,0.1318488296330358,0.44026488387686413,345.0,91.36532169293173,87.0,85.35353851749096,8.003214049867942,49.405945968825904,79.15864372280862,12.795055447619774,31.6814164442103,170.0,24.0,DC,+,2.1,107.0,MMA,798.0,858.0,19.6,,-64.0,50.0,,,,,,,,SurianEtAl-C-1991-0.10awCh
0.1,0.34,1.42,0.009,0.028,1.92,0.05,0.35,0.01,0.05,0.1318488296330358,0.44026488387686413,345.0,91.36532169293173,87.0,85.35353851749096,8.003214049867942,49.405945968825904,79.15864372280862,12.795055447619774,31.6814164442103,170.0,24.0,DC,+,2.1,107.0,MMA,765.0,858.0,20.6,,-14.0,50.0,,,,,,,,SurianEtAl-C-1991-0.10htCh
0.12,0.33,1.41,0.011,0.031,1.88,0.05,0.34,0.01,0.05,0.12918009205063186,0.4554077322914054,329.0,91.82573728874598,99.0,77.78764284879435,8.632986954915033,55.121333240558386,85.21264699086748,15.290966964502275,31.42891054939446,170.0,24.0,DC,+,2.1,107.0,MMA,808.0,875.0,16.6,,-39.0,50.0,,,,,,,,SurianEtAl-C-1991-0.12awCh
0.12,0.33,1.41,0.011,0.031,1.88,0.05,0.34,0.01,0.05,0.12918009205063186,0.4554077322914054,329.0,91.82573728874598,99.0,77.78764284879435,8.632986954915033,55.121333240558386,85.21264699086748,15.290966964502275,31.42891054939446,170.0,24.0,DC,+,2.1,107.0,MMA,795.0,895.0,18.0,,-3.0,50.0,,,,,,,,SurianEtAl-C-1991-0.12htCh
0.04,0.24,0.84,0.009,0.01,2.2,1.9071136046338424,0.5206118096898962,0.07796697267767883,0.13,0.32279438863419685,0.8776553580987567,300.0,150.0,77.68164730055287,16.170258814585395,14.33944624552204,135.01057937948679,64.35028381691325,52.347071542109575,31.590734539536697,165.0,25.0,DC,-,1.0,200.0,MMA,481.0,616.0,23.0,69.0,,,,,,,,,,Alekseev&-CMnNi-1991-CH1
0.04,0.22,0.81,0.009,0.011,2.19,1.729322253134658,0.4809549440121401,0.0848145130390705,0.29,0.4075683180520393,1.1140017133165898,300.0,120.0,77.51535876058506,1.264524768688716,13.500682854907097,130.63141316200432,80.20702465849922,42.868221497374634,30.763262315676002,165.0,25.0,DC,-,1.0,200.0,MMA,471.0,596.0,23.0,66.0,,,,,,,,,,Alekseev&-CMnNi-1991-CH2
0.04,0.23,0.83,0.01,0.011,2.19,1.619542814407593,0.47744269397459504,0.08163494949992156,0.45,0.5988847389569187,1.5472327135089117,280.0,140.0,73.83841549956082,2.5024169305106625,14.83765103864382,130.6244979310195,76.65969309535274,54.511824440861176,29.47850378231533,165.0,25.0,DC,-,1.0,200.0,MMA,498.0,599.0,24.0,65.0,,,,,,,,,,Alekseev&-CMnNi-1991-CH3
0.04,0.24,0.82,0.009,0.01,2.2,1.561953801357845,0.4875116959423593,0.07661594306884467,0.62,0.8004736982496112,1.9617002899589266,300.0,150.0,73.77702899074075,2.90998954733368,15.329923638801127,127.57244040818676,65.78706615575277,61.373093267224476,28.754704214153207,165.0,25.0,DC,-,1.0,200.0,MMA,525.0,623.0,21.0,65.0,,,,,,,,,,Alekseev&-CMnNi-1991-CH4
0.04,0.23,0.83,0.01,0.011,2.21,1.4298177344015048,0.47016322026357926,0.07683068219158429,0.79,0.9511091731360608,2.3095894588342105,320.0,140.0,75.51115742825073,-6.771275557111949,15.141402323953159,122.5446512999207,65.54134029280982,60.67483262229973,28.02382235967798,165.0,25.0,DC,-,1.0,200.0,MMA,536.0,635.0,23.0,65.0,,,,,,,,,,Alekseev&-CMnNi-1991-CH5
0.04,0.23,0.83,0.01,0.011,2.21,1.2314639589509753,0.4381079370509795,0.07846692016085655,1.01,1.1392576122593212,2.752123814765703,320.0,130.0,73.58985345899168,-12.476526946644299,15.060423012980905,117.6133751286668,71.02981807259715,59.99320915385914,26.772598564781674,165.0,25.0,DC,-,1.0,200.0,MMA,566.0,674.0,21.0,62.0,,,,,,,,,,Alekseev&-CMnNi-1991-CH6
0.04,0.2,0.8,0.01,0.011,2.2,1.238249230333313,0.4828947106265815,0.07138444769416452,1.2,1.3873684071912429,3.247152783392636,370.0,140.0,79.20404527061282,-33.0777179665165,16.07169915564654,114.40633864881693,52.83893726892984,71.04909772373941,26.175379766651986,165.0,25.0,DC,-,1.0,200.0,MMA,573.0,690.0,21.0,62.0,,,,,,,,,,Alekseev&-CMnNi-1991-CH7
0.099,0.17,1.01,0.007,0.012,0.08,9.3,1.0,0.2,-0.05312814900845275,0.0,0.0,634.0,23.192106655460805,539.0,-165.15337197028566,11.678548380451758,460.0,46.31346768133466,-8.026986796357136,45.62091445026272,180.0,34.0,DC,+,1.0,175.0,MMA,617.0,762.0,18.4,61.2,,,,,,,,,,Evans-AlEl9Cr1Mo-1994--
0.093,0.16,1.03,0.008,0.012,0.98,9.08,0.98,0.19,-0.03547962940492688,0.0,0.0,651.0,19.86867029300015,515.0,-170.78346558648627,10.411077933827194,430.0,43.20082441449671,-21.883431208488815,47.522706507818384,180.0,34.0,DC,+,1.0,175.0,MMA,551.0,751.0,19.6,64.5,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-1Ni
0.101,0.17,1.02,0.008,0.012,1.92,9.12,1.0,0.19,-0.0075689662641753586,0.0,0.0,664.0,20.557959018969598,494.0,-170.98398777772672,9.568456420795407,470.0,33.04146114118612,-12.183357520107506,50.500219376308905,180.0,34.0,DC,+,1.0,175.0,MMA,672.0,866.0,13.6,56.8,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-2Ni
0.095,0.16,1.02,0.007,0.012,3.01,9.17,0.96,0.19,0.00923088059441568,0.0,0.0,610.0,24.419543035101242,489.0,-192.08983140299097,9.408977735776368,450.0,51.41825629639186,-30.59494619040194,52.381322750154595,180.0,34.0,DC,+,1.0,175.0,MMA,920.0,1151.0,10.6,47.6,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-3Ni
0.096,0.16,1.01,0.007,0.013,0.0,9.16,0.99,0.19,-0.02356239237684754,0.95,0.0,672.0,9.475681856903634,552.0,-217.16821367654484,12.507449775229908,450.0,46.71848354322299,-10.050974270748895,11.655632328445336,180.0,34.0,DC,+,1.0,175.0,MMA,525.0,696.0,19.8,64.4,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-1Co
0.094,0.18,1.0,0.008,0.017,0.0,9.31,0.98,0.19,0.009196562490009441,1.89,0.0,687.0,8.013698744509952,517.0,-222.35314662195742,12.896151059192043,430.0,42.501185970481515,-18.13457495132957,-21.608329424358544,180.0,34.0,DC,+,1.0,175.0,MMA,526.0,690.0,21.9,66.0,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-2Co
0.091,0.16,1.0,0.008,0.015,0.0,9.3,0.98,0.19,0.0457313316503285,2.8,0.0,666.0,2.443659557061096,520.0,-277.4966042652959,14.442521705016361,410.0,57.73545059520268,-26.419910166029126,-54.97147259657231,180.0,34.0,DC,+,1.0,175.0,MMA,481.0,672.0,23.7,66.7,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-3Co
0.095,0.18,1.04,0.008,0.015,0.0,9.35,1.0,0.19,-0.03543859287923823,0.0,1.03,656.0,21.008956251805557,544.0,-124.1750306513859,13.10018697682979,510.0,37.50275702524573,15.24385923599732,26.04936462750129,180.0,34.0,DC,+,1.0,175.0,MMA,526.0,702.0,19.6,59.3,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-1W
0.096,0.2,0.99,0.007,0.015,0.0,9.25,0.91,0.19,-0.01458319813075093,0.0,1.92,669.0,22.050815796741347,526.0,-71.57183378515765,14.316518532927475,530.0,29.729031653333323,32.106533296536384,8.84125960726169,180.0,34.0,DC,+,1.0,175.0,MMA,515.0,698.0,18.9,59.0,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-2W
0.094,0.2,1.03,0.008,0.015,0.0,9.26,0.84,0.19,0.013844321267024284,0.0,2.99,640.0,24.14555244816961,537.0,-44.484458657563664,16.826653874495705,580.0,36.78110465619625,56.512476154539115,-12.208685600118315,180.0,34.0,DC,+,1.0,175.0,MMA,489.0,686.0,18.7,49.6,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-3W
0.097,0.18,1.0,0.007,0.015,0.93,9.1,0.96,0.19,-0.03317122968239161,0.0,0.98,667.0,17.588780509801154,529.0,-128.80439914378803,11.69170027852217,460.0,38.95691072714044,-8.035813532181294,28.5332393997528,180.0,34.0,DC,+,1.0,175.0,MMA,531.0,738.0,17.3,58.1,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-1W1Ni
0.091,0.18,0.99,0.008,0.015,0.0,8.94,0.97,0.18,-0.004113735205507396,0.92,0.98,695.0,11.65812443493013,509.0,-145.69637058360968,12.994780697477978,440.0,33.98634220378034,-2.830864235413685,-6.633780941755049,180.0,34.0,DC,+,1.0,175.0,MMA,492.0,673.0,21.8,65.3,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-1W1Co
0.09,0.17,0.97,0.008,0.015,0.0,9.2,0.96,0.18,0.03238445674123902,1.87,0.97,662.0,8.403728941105385,523.0,-201.65334985405207,15.011383417638548,450.0,50.93798720692632,-4.3820356545182335,-40.49449209889417,180.0,34.0,DC,+,1.0,175.0,MMA,524.0,701.0,20.7,63.7,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-1W2Co
0.05,0.46,0.96,0.01,0.017,0.03,0.937033939904163,0.01,0.07662478930568994,0.02,0.0839996119765587,0.24177244990914915,443.0,91.12442359889639,84.0,153.75701378146186,8.752222513945398,71.73531166122984,42.230153105395345,32.66433159722931,28.71388954665599,170.0,21.0,DC,+,1.8,100.0,MMA,449.0,542.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-1aw
0.05,0.46,0.96,0.01,0.017,0.03,0.937033939904163,0.01,0.07662478930568994,0.02,0.0839996119765587,0.24177244990914915,443.0,91.12442359889639,84.0,153.75701378146186,8.752222513945398,71.73531166122984,42.230153105395345,32.66433159722931,28.71388954665599,170.0,21.0,DC,+,1.8,100.0,MMA,416.0,507.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-1ht
0.045,0.48,0.97,0.01,0.018,0.03,1.7005306595168612,0.32,0.08638157324434559,0.02,0.08129671256902071,0.4213243675532041,430.0,92.81424348630401,107.0,159.12539700698107,7.907520518571758,121.96358701502703,42.95574745919464,26.644835117346474,29.177125256757336,170.0,21.0,DC,+,1.8,100.0,MMA,494.0,570.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-2aw
0.045,0.48,0.97,0.01,0.018,0.03,1.7005306595168612,0.32,0.08638157324434559,0.02,0.08129671256902071,0.4213243675532041,430.0,92.81424348630401,107.0,159.12539700698107,7.907520518571758,121.96358701502703,42.95574745919464,26.644835117346474,29.177125256757336,170.0,21.0,DC,+,1.8,100.0,MMA,485.0,584.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-2ht
0.05,0.41,0.92,0.011,0.019,0.02,2.029196090908375,0.51,0.08618793848214779,0.02,0.09638494048371626,0.512881357547009,450.0,85.87364429495278,114.0,130.91388495196588,8.268473533560012,137.87391618913125,41.57677990927306,26.735623819312423,29.42042582556087,170.0,21.0,DC,+,1.8,100.0,MMA,514.0,594.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-3aw
0.05,0.41,0.92,0.011,0.019,0.02,2.029196090908375,0.51,0.08618793848214779,0.02,0.09638494048371626,0.512881357547009,450.0,85.87364429495278,114.0,130.91388495196588,8.268473533560012,137.87391618913125,41.57677990927306,26.735623819312423,29.42042582556087,170.0,21.0,DC,+,1.8,100.0,MMA,538.0,626.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-3ht
0.06,0.44,1.6,0.01,0.018,0.03,0.7328914353982547,0.01,0.08934138564039529,0.02,0.0813302808735088,0.29490171975444923,395.0,96.8036567137442,102.0,148.12876160931773,8.700705021935164,87.78273527234182,54.97050366146175,36.16304633253509,28.271718846553085,170.0,21.0,DC,+,1.8,100.0,MMA,550.0,615.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-4aw
0.06,0.44,1.6,0.01,0.018,0.03,0.7328914353982547,0.01,0.08934138564039529,0.02,0.0813302808735088,0.29490171975444923,395.0,96.8036567137442,102.0,148.12876160931773,8.700705021935164,87.78273527234182,54.97050366146175,36.16304633253509,28.271718846553085,170.0,21.0,DC,+,1.8,100.0,MMA,494.0,556.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-4ht
0.06,0.46,1.63,0.01,0.02,0.02,1.287477441689962,0.34,0.08907405219004261,0.02,0.08999138834860076,0.47578171809488623,407.0,98.37579045079457,106.0,169.5645402733935,7.284048846913805,118.63420892462432,46.51959202885956,28.276626155831565,28.71046701469959,170.0,21.0,DC,+,1.8,100.0,MMA,612.0,688.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-5aw
